seqs,solution,target,target_index
"[49, 17, 28, 16, 6, 299, 301, 3, 18, 26, 7, 201, 135, 15, 3718, 981, 53, 36, 31, 1868, 3719, 34, 115, 428, 53, 89, 1450, 83, 266, 447, 55, 2]","[0, 0, 1]",[21],3
"[3720, 295, 557, 52, 6, 3721, 1136, 13, 781, 282, 3722, 4, 1, 798, 14, 2510, 7, 45, 256, 1274, 17, 91, 160, 35, 307, 1, 562, 13, 6, 210, 109, 16, 166, 2]","[0, 0, 1]",[21],3
"[19, 42, 6, 811, 364, 121, 109, 55, 13, 41, 302, 2]","[0, 1, 0]",[9],2
"[194, 22]","[0, 0, 1]",[9],2
"[1, 872, 7, 20, 95, 269, 36, 271, 357, 146, 3723, 47, 94, 2]","[0, 0, 1]",[11],1
"[150, 2511, 6, 196, 14, 20, 552, 80, 1, 41, 3, 4, 2512, 71, 15, 34, 6, 2362, 2513, 3, 19, 1077, 8, 96, 2]","[0, 1, 0]",[9],2
"[18, 12, 1, 201, 584, 3, 662, 3, 4, 70, 1505, 8, 67, 688, 14, 1034, 2]","[0, 0, 1]",[21],3
"[6, 183, 2514, 103, 46, 34, 1, 2515, 54, 1, 2516, 343, 54, 1, 2517, 2]","[0, 1, 0]",[9],2
"[42, 19, 51, 3724, 10, 122, 518, 267, 36, 39, 343, 54, 3, 25, 19, 42, 51, 46, 347, 100, 59, 368, 4, 36, 42, 35, 89, 1063, 102, 6, 380, 300, 22]","[1, 0, 0]",[11],1
"[97, 1755, 22, 22, 22]","[1, 0, 0]",[9],2
"[108, 3, 307, 1, 119, 23, 6, 70, 4, 201, 739, 14, 1506, 2]","[0, 0, 1]",[5],4
"[67, 180, 87, 46, 6, 281, 1107, 550, 12, 987, 32, 3725, 4, 15, 12, 38, 410, 4, 925, 2]","[1, 0, 0]",[21],3
"[1, 192, 12, 156, 2]","[0, 0, 1]",[11],1
"[2518, 7, 58, 14, 1, 281, 382, 4, 148, 157, 41, 16, 1, 551, 365, 282, 2]","[0, 0, 1]",[5],4
"[10, 75, 42, 1, 134, 759, 32, 2519, 6, 437, 14, 116, 3, 85, 10, 31, 51, 16, 1, 191, 2]","[0, 1, 0]",[9],2
"[20, 248, 14, 81, 3, 4, 424, 2]","[0, 0, 1]",[5],4
"[150, 1, 529, 436, 207, 3, 19, 154, 35, 316, 67, 192, 13, 32, 265, 928, 262, 22]","[1, 0, 0]",[11],1
"[89, 168, 141, 29, 424, 3, 1, 62, 28, 95, 357, 2]","[0, 0, 1]",[5],4
"[676, 297, 3, 10, 280, 489, 179, 419, 82, 2]","[0, 1, 0]",[9],2
"[18, 7, 267, 1, 3726, 469, 12, 2]","[0, 1, 0]",[9],2
"[708, 708, 7, 58, 14, 279, 447, 191, 871, 267, 17, 199, 17, 76, 77, 31, 6, 29, 119, 32, 6, 700, 24, 2]","[0, 0, 1]",[24],0
"[1, 74, 7, 35, 1, 853, 3, 25, 10, 2477, 27, 33, 198, 36, 362, 1, 62, 247, 2]","[0, 0, 1]",[24],0
"[49, 17, 83, 3727, 27, 3, 15, 33, 6, 20, 26, 13, 6, 543, 109, 3, 286, 23, 159, 64, 466, 6, 124, 13, 220, 2]","[0, 0, 1]",[9],2
"[97, 673, 379, 2]","[1, 0, 0]",[24],0
"[1, 74, 7, 20, 49, 69, 190, 13, 6, 2520, 84, 689, 4, 59, 446, 152, 8, 697, 6, 656, 688, 2]","[0, 0, 1]",[21],3
"[10, 56, 35, 63, 15, 588, 2]","[1, 0, 0]",[9],2
"[1, 3728, 2521, 12, 2365, 3, 4, 10, 12, 30, 6, 883, 14, 1, 2522, 3729, 2]","[0, 1, 0]",[5],4
"[4, 382, 2]","[0, 0, 1]",[24],0
"[16, 3730, 344, 34, 6, 1275, 43, 373, 20, 1873, 14, 671, 44, 22, 22, 22]","[0, 0, 1]",[21],3
"[1, 137, 5, 7, 29, 2]","[0, 0, 1]",[5],4
"[15, 3731, 49, 17, 199, 88, 8, 163, 2]","[0, 1, 0]",[9],2
"[10, 1087, 131, 61, 3732, 393, 4, 61, 3733, 248, 2]","[0, 0, 1]",[5],4
"[45, 49, 17, 167, 6, 82, 3, 839, 119, 32, 1475, 3, 48, 987, 13, 1, 1150, 2523, 2]","[0, 0, 1]",[5],4
"[20, 90, 4, 245, 11, 2]","[0, 0, 1]",[5],4
"[11, 12, 1719, 3, 895, 267, 6, 1720, 47, 36, 195, 3, 4, 1, 24, 160, 35, 40, 508, 22, 22, 22]","[0, 0, 1]",[11],1
"[19, 39, 231, 32, 1, 106, 161, 16, 732, 14, 3734, 2]","[0, 1, 0]",[9],2
"[105, 14, 1, 2524, 1874, 98, 4, 884, 8, 1, 2525, 690, 3, 126, 116, 3, 36, 75, 3735, 37, 163, 2]","[1, 0, 0]",[11],1
"[15, 559, 52, 1276, 230, 3736, 519, 53, 215, 16, 3737, 2]","[1, 0, 0]",[5],4
"[50, 178, 29, 2]","[0, 0, 1]",[9],2
"[6, 1660, 8, 1, 2160, 53, 1, 1661, 1662, 2161, 2162, 98, 8, 272, 2163, 27, 18, 7, 1, 2164, 41, 16, 369, 2]","[0, 0, 1]",[21],3
"[36, 2526, 2488, 2]","[0, 0, 1]",[9],2
"[1324, 133, 539, 878, 8, 945, 54, 2]","[0, 0, 1]",[5],4
"[150, 2527, 80, 1, 145, 223, 3, 1, 425, 207, 133, 8, 742, 102, 27, 3, 97, 58, 42, 129, 1108, 193, 3, 4, 27, 19, 79, 154, 35, 199, 88, 1, 223, 12, 1769, 8, 202, 52, 2]","[1, 0, 0]",[11],1
"[715, 3, 36, 766, 907, 484, 3, 25, 89, 907, 484, 56, 35, 143, 13, 29, 90, 879, 612, 1132, 198, 8, 63, 1, 669, 297, 2]","[1, 0, 0]",[5],4
"[1, 147, 1018, 39, 654, 3, 38, 148, 4, 114, 54, 1, 465, 3738, 3, 3739, 23, 3740, 3, 225, 460, 348, 8, 1, 194, 3741, 843, 988, 43, 1, 57, 4, 1187, 10, 75, 129, 42, 44, 2]","[0, 0, 1]",[5],4
"[76, 399, 216, 142, 2]","[0, 0, 1]",[9],2
"[6, 252, 96, 22]","[0, 0, 1]",[9],2
"[165, 107, 18, 47, 20, 239, 13, 65, 106, 4, 11, 2]","[0, 0, 1]",[24],0
"[3742, 668, 238, 2]","[1, 0, 0]",[9],2
"[17, 83, 212, 63, 220, 496, 144, 49, 1875, 219, 15, 389, 4, 645, 15, 8, 105, 2142, 22]","[1, 0, 0]",[5],4
"[50, 14, 37, 1351, 1876, 27, 1, 5, 12, 194, 4, 3743, 545, 36, 42, 35, 1075, 80, 18, 26, 2]","[0, 0, 1]",[5],4
"[232, 6, 648, 123, 13, 27, 24, 1877, 2]","[1, 0, 0]",[9],2
"[6, 139, 26, 22]","[0, 0, 1]",[9],2
"[49, 17, 275, 16, 120, 217, 153, 3, 17, 243, 189, 104, 5, 32, 130, 110, 344, 14, 87, 589, 4, 697, 533, 1, 581, 2]","[1, 0, 0]",[24],0
"[18, 7, 6, 139, 26, 34, 50, 1507, 2528, 423, 239, 3744, 249, 2]","[0, 0, 1]",[24],0
"[1, 62, 83, 30, 40, 508, 13, 1, 146, 3, 851, 3, 1035, 4, 202, 2]","[0, 0, 1]",[24],0
"[19, 39, 2355, 19, 68, 31, 963, 478, 16, 3, 25, 1789, 2356, 8, 31, 6, 966, 117, 2]","[0, 0, 1]",[9],2
"[1, 1397, 7, 27, 17, 28, 1348, 694, 13, 384, 27, 17, 371, 34, 69, 356, 45, 56, 35, 40, 6, 2227, 1711, 22]","[1, 0, 0]",[9],2
"[63, 46, 193, 3745, 2]","[0, 1, 0]",[9],2
"[13, 279, 62, 4, 1, 1237, 103, 74, 17, 413, 92, 4, 280, 63, 92, 2]","[1, 0, 0]",[24],0
"[10, 184, 625, 80, 105, 14, 1, 213, 289, 3746, 55, 53, 10, 75, 51, 8, 1493, 80, 445, 64, 501, 116, 4, 77, 195, 238, 339, 582, 4, 190, 866, 8, 1447, 2]","[0, 0, 1]",[9],2
"[1, 428, 28, 1809, 152, 95, 538, 3, 1, 78, 7, 491, 14, 185, 235, 41, 3, 4, 1, 81, 204, 7, 466, 293, 2]","[0, 1, 0]",[5],4
"[56, 35, 125, 55, 879, 17, 151, 2529, 13, 137, 5, 4, 17, 392, 257, 397, 2]","[1, 0, 0]",[9],2
"[938, 3, 7, 6, 38, 2447, 1261, 84, 8, 658, 259, 5, 3, 4, 259, 11, 47, 94, 2]","[0, 0, 1]",[5],4
"[133, 87, 3, 1, 5, 146, 66, 2530, 2531, 3, 15, 7, 6, 196, 347, 410, 100, 15, 442, 8, 3, 4, 1, 11, 252, 136, 40, 386, 14, 1, 636, 2]","[1, 0, 0]",[5],4
"[20, 5, 3, 20, 155, 3, 20, 11, 2]","[0, 0, 1]",[5],4
"[11, 122, 40, 2532, 25, 232, 18, 7, 6, 26, 27, 1878, 1, 2533, 14, 128, 552, 43, 1, 802, 3, 572, 3, 2534, 2535, 3, 13, 58, 44, 16, 1, 41, 123, 2]","[0, 0, 1]",[9],2
"[91, 148, 1490, 391, 4, 461, 13, 6, 29, 24, 168, 2]","[0, 0, 1]",[5],4
"[273, 36, 1879, 60, 14, 1604, 4, 132, 15, 13, 98, 54, 2536, 22]","[0, 0, 1]",[9],2
"[10, 234, 30, 1, 115, 826, 525, 85, 15, 493, 8, 137, 5, 3, 25, 37, 229, 112, 309, 98, 46, 7, 2]","[0, 1, 0]",[9],2
"[16, 733, 3, 1, 5, 7, 38, 29, 4, 1, 62, 28, 181, 2]","[0, 0, 1]",[5],4
"[118, 8, 2537, 4, 12, 1095, 315, 90, 43, 47, 10, 131, 667, 90, 2538, 44, 2]","[0, 1, 0]",[9],2
"[108, 143, 260, 17, 292, 1508, 8, 1, 359, 187, 3747, 16, 53, 228, 6, 2114, 248, 2]","[0, 1, 0]",[21],3
"[36, 56, 35, 473, 173, 23, 1, 1880, 14, 431, 396, 2]","[0, 0, 1]",[21],3
"[1, 11, 12, 156, 2]","[0, 0, 1]",[11],1
"[10, 252, 271, 15, 2539, 60, 14, 2539, 1881, 22]","[0, 0, 1]",[9],2
"[1, 11, 3, 81, 248, 3, 227, 28, 50, 315, 4, 1799, 1240, 2]","[0, 0, 1]",[5],4
"[113, 1, 26, 7, 30, 6, 1732, 1181, 3, 1, 127, 28, 654, 4, 1733, 6, 196, 14, 1734, 13, 1, 1176, 2]","[0, 0, 1]",[24],0
"[53, 13, 250, 19, 808, 558, 630, 4, 2458, 1265, 43, 23, 1839, 44, 3, 101, 39, 148, 3, 25, 10, 355, 6, 183, 293, 2]","[1, 0, 0]",[24],0
"[222, 82, 111, 1277, 55, 53, 25, 10, 31, 8, 500, 1, 5, 2]","[0, 1, 0]",[5],4
"[1, 679, 7, 1, 134, 78, 101, 643, 6, 789, 254, 23, 240, 482, 171, 2]","[0, 0, 1]",[5],4
"[67, 209, 119, 7, 6, 2466, 90, 3, 1, 414, 294, 3, 4, 6, 29, 560, 14, 81, 2]","[0, 0, 1]",[5],4
"[1, 5, 7, 148, 4, 577, 1218, 28, 3748, 2]","[0, 0, 1]",[5],4
"[19, 515, 989, 72, 72, 1882, 76, 195, 84, 23, 37, 159, 22, 22, 22]","[0, 0, 1]",[9],2
"[19, 50, 42, 1, 835, 78, 4, 1033, 105, 14, 1, 126, 289, 3, 10, 372, 46, 12, 92, 100, 317, 5, 2]","[0, 0, 1]",[5],4
"[3749, 597, 4, 3750, 2]","[0, 0, 1]",[21],3
"[89, 168, 10, 132, 1, 350, 32, 2182, 13, 1, 340, 121, 730, 2183, 3, 19, 39, 231, 32, 6, 124, 23, 58, 14, 1, 57, 565, 22]","[0, 0, 1]",[21],3
"[1, 411, 1421, 13, 406, 5, 10, 75, 129, 3751, 2]","[1, 0, 0]",[9],2
"[1, 296, 7, 178, 29, 95, 2]","[0, 0, 1]",[5],4
"[1883, 8, 63, 60, 54, 1, 308, 3, 1884, 1593, 3, 19, 118, 258, 88, 19, 355, 12, 6, 763, 2]","[1, 0, 0]",[9],2
"[10, 207, 8, 18, 41, 1095, 8, 40, 625, 25, 291, 1479, 4, 1836, 2]","[1, 0, 0]",[24],0
"[1, 81, 204, 7, 35, 20, 3, 4, 1, 366, 28, 3752, 16, 54, 3753, 33, 247, 1, 295, 3, 101, 7, 30, 47, 29, 47, 15, 442, 8, 40, 2]","[1, 0, 0]",[5],4
"[10, 176, 317, 3754, 8, 362, 343, 84, 22, 22, 22]","[0, 0, 1]",[9],2
"[232, 3, 6, 639, 41, 4, 32, 347, 100, 72, 2540, 43, 618, 81, 44, 3, 6, 639, 332, 47, 94, 2]","[0, 0, 1]",[24],0
"[96, 1, 1456, 4, 1, 2541, 52, 2542, 370, 2439, 36, 583, 3755, 3756, 3757, 3, 6, 70, 4, 453, 835, 416, 2]","[0, 0, 1]",[5],4
"[88, 207, 8, 67, 124, 12, 2543, 848, 1240, 4, 3758, 2]","[1, 0, 0]",[5],4
"[1, 595, 17, 473, 730, 1, 802, 2544, 52, 397, 3, 23, 111, 1837, 69, 2545, 17, 63, 1, 824, 27, 17, 28, 186, 8, 31, 1, 233, 1800, 14, 6, 1885, 2]","[0, 0, 1]",[11],1
"[10, 184, 54, 2546, 3, 4, 713, 33, 12, 1, 57, 10, 42, 16, 166, 2]","[0, 0, 1]",[9],2
"[15, 12, 549, 849, 27, 15, 309, 177, 133, 59, 368, 8, 729, 102, 2]","[1, 0, 0]",[11],1
"[52, 1595, 492, 416, 493, 54, 6, 170, 2079, 85, 19, 31, 592, 492, 1596, 15, 2080, 2081, 2]","[1, 0, 0]",[11],1
"[1, 188, 28, 338, 38, 130, 3, 1, 1191, 28, 2547, 306, 1135, 113, 1, 11, 7, 215, 29, 3, 1, 41, 3, 1031, 8, 141, 1509, 3, 449, 2548, 2]","[0, 0, 1]",[11],1
"[136, 6, 191, 209, 2]","[0, 0, 1]",[9],2
"[676, 3, 56, 35, 89, 481, 98, 942, 23, 198, 200, 1, 2258, 39, 22]","[1, 0, 0]",[24],0
"[240, 87, 16, 120, 217, 10, 143, 15, 6, 580, 8, 216, 41, 893, 34, 1258, 295, 2]","[0, 0, 1]",[9],2
"[18, 7, 58, 14, 1, 57, 962, 5, 208, 16, 1, 153, 2]","[0, 0, 1]",[5],4
"[10, 107, 478, 6, 350, 89, 168, 19, 578, 111, 231, 268, 58, 2]","[0, 1, 0]",[9],2
"[18, 26, 7, 665, 524, 2]","[1, 0, 0]",[21],3
"[10, 12, 35, 1886, 8, 31, 8, 117, 34, 469, 13, 3759, 262, 3, 25, 10, 1497, 27, 33, 1, 24, 17, 292, 13, 6, 837, 26, 2]","[0, 1, 0]",[9],2
"[49, 17, 151, 30, 2233, 23, 1, 288, 3, 17, 381, 2549, 1510, 790, 55, 4, 40, 260, 8, 390, 915, 14, 1056, 23, 17, 47, 36, 56, 35, 3760, 1887, 3761, 2]","[1, 0, 0]",[9],2
"[37, 331, 4, 10, 226, 171, 1, 337, 3, 1708, 2]","[0, 1, 0]",[9],2
"[15, 33, 927, 3, 17, 266, 52, 69, 16, 6, 689, 54, 3762, 2]","[0, 1, 0]",[21],3
"[1, 127, 28, 6, 1511, 1888, 3, 25, 11, 73, 3, 651, 3, 63, 133, 2550, 2]","[0, 0, 1]",[5],4
"[30, 1768, 10, 68, 3763, 8, 96, 60, 25, 49, 10, 234, 16, 1, 164, 142, 3, 10, 76, 527, 628, 71, 2]","[0, 1, 0]",[9],2
"[10, 52, 594, 1597, 854, 63, 98, 405, 3, 15, 7, 3764, 27, 1, 111, 112, 392, 46, 28, 3765, 4, 2551, 22, 22]","[1, 0, 0]",[11],1
"[1172, 1361, 7, 71, 374, 58, 14, 1, 57, 208, 16, 166, 8, 143, 120, 159, 4, 1397, 103, 23, 547, 1109, 2]","[0, 0, 1]",[9],2
"[1, 1148, 28, 20, 3, 4, 1, 78, 7, 497, 2]","[0, 0, 1]",[5],4
"[10, 176, 1, 72, 421, 2552, 431, 396, 2553, 3, 240, 585, 14, 101, 12, 20, 2]","[0, 0, 1]",[24],0
"[1, 73, 7, 38, 156, 4, 19, 83, 483, 77, 63, 6, 124, 2]","[0, 0, 1]",[11],1
"[486, 12, 2554, 8, 3766, 1889, 238, 54, 159, 32, 161, 2]","[1, 0, 0]",[11],1
"[1, 3767, 7, 38, 130, 45, 553, 28, 6, 252, 2]","[0, 1, 0]",[9],2
"[15, 33, 2175, 4, 46, 33, 77, 612, 8, 219, 27, 567, 729, 3, 45, 15, 449, 27, 506, 11, 66, 51, 2176, 30, 14, 1, 2177, 2]","[0, 0, 1]",[21],3
"[68, 31, 549, 255, 1275, 16, 1, 2555, 64, 514, 1512, 13, 27, 24]","[0, 1, 0]",[9],2
"[15, 83, 40, 6, 128, 3768, 47, 8, 267, 58, 1890, 8, 163, 3, 25, 273, 1, 5, 7, 171, 3, 17, 28, 16, 13, 6, 725, 2]","[0, 0, 1]",[5],4
"[19, 39, 650, 23, 887, 129, 269, 1, 761, 19, 2090, 258, 1, 41, 22]","[1, 0, 0]",[11],1
"[90, 4, 534, 1891, 28, 20, 47, 94, 3, 10, 163, 54, 177, 228, 263, 4, 1, 329, 7, 77, 548, 354, 22]","[0, 0, 1]",[5],4
"[1, 917, 11, 7, 213, 2]","[1, 0, 0]",[11],1
"[1, 81, 204, 7, 108, 91, 82, 2]","[0, 0, 1]",[5],4
"[37, 2140, 3, 138, 54, 1, 214, 8, 1, 236, 8, 1, 3769, 12, 399, 194, 2]","[0, 0, 1]",[5],4
"[10, 216, 120, 537, 1429, 85, 10, 31, 249, 64, 85, 10, 234, 3770, 2]","[0, 1, 0]",[24],0
"[10, 118, 55, 16, 1, 688, 23, 6, 229, 2]","[0, 1, 0]",[9],2
"[1, 81, 248, 43, 71, 1, 298, 4, 560, 44, 7, 139, 4, 10, 77, 107, 27, 159, 143, 6, 350, 49, 36, 151, 186, 8, 40, 16, 369, 2]","[0, 0, 1]",[5],4
"[10, 234, 336, 10, 154, 1, 5, 12, 1208, 2]","[0, 0, 1]",[5],4
"[118, 23, 3771, 43, 1, 93, 525, 112, 122, 3772, 1461, 98, 55, 44, 2]","[0, 1, 0]",[9],2
"[1, 615, 28, 711, 3, 1062, 4, 152, 293, 2]","[1, 0, 0]",[24],0
"[1, 11, 12, 86, 4, 1, 74, 12, 504, 2]","[0, 0, 1]",[11],1
"[10, 212, 266, 52, 10, 280, 362, 15, 6, 679, 2]","[0, 1, 0]",[9],2
"[96, 1, 719, 1392, 2]","[0, 0, 1]",[5],4
"[232, 3, 6, 639, 41, 4, 32, 347, 100, 72, 2540, 43, 618, 81, 44, 3, 6, 639, 332, 47, 94, 2]","[0, 0, 1]",[9],2
"[10, 79, 2556, 198, 17, 83, 31, 222, 6, 70, 119, 13, 222, 128, 249, 2]","[0, 0, 1]",[24],0
"[573, 11, 3, 245, 5, 3, 4, 6, 1892, 60, 74, 4, 1041, 2]","[0, 0, 1]",[21],3
"[36, 99, 207, 84, 8, 3773, 67, 799, 142, 2]","[1, 0, 0]",[11],1
"[46, 7, 6, 2557, 49, 17, 151, 790, 16, 158, 1, 329, 941, 31, 1893, 887, 2]","[1, 0, 0]",[11],1
"[1, 26, 7, 6, 476, 101, 1020, 244, 377, 147, 4, 81, 251, 1345, 16, 6, 1626, 74, 2]","[0, 0, 1]",[21],3
"[343, 54, 3774, 18, 26, 7, 52, 3775, 33, 90, 16, 3776, 589, 16, 3777, 43, 361, 36, 31, 92, 1202, 978, 22, 44]","[0, 1, 0]",[9],2
"[19, 93, 171, 366, 4, 127, 3, 25, 97, 1860, 39, 1018, 2]","[1, 0, 0]",[11],1
"[10, 75, 2503, 1580, 54, 967, 8, 272, 955, 27, 280, 30, 31, 51, 869, 16, 1, 233, 164, 4, 10, 75, 51, 568, 46, 113, 197, 2504, 373, 506, 2]","[1, 0, 0]",[11],1
"[1, 1065, 1431, 7, 108, 20, 3, 4, 37, 229, 112, 1432, 103, 16, 454, 2306, 27, 97, 58, 817, 6, 104, 1433, 2307, 23, 2308, 2]","[0, 0, 1]",[9],2
"[1, 5, 12, 29, 95, 2]","[0, 0, 1]",[5],4
"[1, 5, 7, 20, 4, 394, 224, 2]","[0, 0, 1]",[24],0
"[88, 285, 18, 41, 170, 28, 1, 211, 749, 1221, 4, 187, 1, 93, 58, 16, 166, 27, 643, 211, 1476, 2558, 2]","[0, 0, 1]",[5],4
"[10, 929, 8, 195, 55, 142, 4, 333, 866, 8, 464, 61, 1195, 14, 1774, 3, 1775, 33, 140, 2559]","[0, 0, 1]",[5],4
"[13, 50, 17, 1868, 857, 27, 56, 35, 167, 8, 195, 8, 3778, 153, 3, 10, 179, 3, 29, 53, 668, 60, 2]","[0, 1, 0]",[9],2
"[37, 490, 4, 10, 420, 55, 1894, 18, 302, 4, 31, 30, 1278, 2560, 4, 1895, 80, 1, 5, 2]","[0, 0, 1]",[5],4
"[407, 1047, 1253, 33, 34, 1, 1579, 3, 19, 1513, 23, 2561, 25, 39, 1896, 640, 8, 1171, 71, 1, 214, 973, 27, 1897, 17, 47, 1875, 473, 16, 2]","[0, 1, 0]",[9],2
"[155, 7, 1727, 4, 666, 53, 241, 8, 3779, 64, 3780, 2]","[0, 1, 0]",[21],3
"[19, 176, 16, 469, 4, 39, 251, 113, 16, 469, 6, 3781, 3782, 2]","[0, 1, 0]",[9],2
"[15, 12, 524, 4, 10, 372, 52, 10, 12, 276, 16, 612, 33, 1101, 345, 2]","[1, 0, 0]",[21],3
"[71, 374, 3, 1, 57, 90, 16, 454, 2]","[0, 0, 1]",[5],4
"[24, 97, 92, 100, 6, 1083, 763, 25, 152, 104, 2]","[0, 0, 1]",[24],0
"[20, 5, 43, 870, 4, 1784, 435, 4, 1785, 443, 44, 3, 38, 86, 4, 97, 1232, 11, 4, 6, 666, 4, 1202, 1076, 2]","[0, 0, 1]",[11],1
"[1, 73, 7, 563, 3, 1, 227, 7, 1204, 4, 300, 597, 3, 4, 1, 5, 7, 60, 14, 18, 353, 22]","[0, 0, 1]",[5],4
"[17, 280, 3783, 34, 1, 911, 2]","[1, 0, 0]",[5],4
"[19, 291, 3, 99, 8, 322, 2]","[1, 0, 0]",[9],2
"[1514, 263, 219, 103, 8, 59, 368, 4, 1, 62, 28, 874, 100, 115, 126, 1898, 16, 1, 164, 2]","[1, 0, 0]",[24],0
"[113, 1, 5, 12, 29, 43, 527, 97, 2562, 2563, 44, 1, 11, 12, 2564, 2]","[1, 0, 0]",[11],1
"[381, 3, 1, 346, 77, 66, 6, 772, 34, 492, 4, 76, 1515, 1897, 17, 2]","[0, 0, 1]",[11],1
"[10, 303, 18, 68, 40, 6, 178, 29, 221, 49, 15, 39, 30, 45, 293, 4, 1279, 2]","[1, 0, 0]",[24],0
"[163, 1, 3784, 663, 3, 15, 33, 245, 2]","[0, 0, 1]",[5],4
"[1, 5, 7, 114, 3, 70, 3, 4, 394, 224, 2]","[0, 0, 1]",[5],4
"[10, 118, 46, 13, 134, 4, 15, 12, 30, 47, 29, 47, 10, 792, 54, 1, 289, 10, 702, 2]","[1, 0, 0]",[9],2
"[18, 66, 176, 8, 40, 58, 14, 1, 115, 1279, 110, 16, 632, 2]","[1, 0, 0]",[9],2
"[1, 41, 12, 637, 32, 172, 3, 45, 19, 1091, 32, 1, 161, 13, 80, 415, 262, 193, 19, 39, 231, 2]","[0, 1, 0]",[9],2
"[197, 1023, 360, 2131, 16, 272, 5, 4, 272, 543, 2]","[0, 0, 1]",[11],1
"[885, 460, 214, 139, 3, 20, 3785, 2]","[0, 0, 1]",[5],4
"[10, 12, 55, 6, 281, 1107, 84, 4, 19, 42, 1, 411, 506, 11, 123, 32, 6, 41, 129, 2]","[1, 0, 0]",[9],2
"[1, 73, 12, 1831, 4, 311, 14, 2145, 2]","[0, 0, 1]",[11],1
"[10, 303, 18, 7, 58, 14, 1, 92, 3786, 208, 16, 1, 153, 2]","[0, 0, 1]",[9],2
"[1, 5, 12, 38, 200, 43, 19, 515, 72, 1311, 13, 134, 13, 182, 44, 25, 339, 148, 2]","[0, 0, 1]",[5],4
"[30, 93, 12, 1, 5, 315, 3, 25, 1, 128, 2264, 364, 39, 20, 2]","[0, 0, 1]",[11],1
"[629, 7, 241, 32, 2099, 7, 1087, 1205, 2]","[1, 0, 0]",[9],2
"[320, 5, 4, 320, 11, 2]","[1, 0, 0]",[11],1
"[3787, 7, 6, 252, 13, 305, 112, 1801, 1600, 2]","[0, 0, 1]",[5],4
"[141, 108, 6, 183, 14, 6, 2565, 8, 63, 8, 268, 6, 2387, 43, 10, 1899, 8, 275, 16, 3788, 44, 2]","[1, 0, 0]",[9],2
"[49, 17, 151, 16, 369, 3, 15, 33, 144, 1883, 13, 373, 26, 2]","[1, 0, 0]",[9],2
"[310, 28, 1005, 173, 72, 692, 441, 4, 1, 529, 147, 28, 1043, 72, 2566, 4, 72, 1588, 2]","[0, 1, 0]",[24],0
"[37, 337, 1900, 1901, 12, 58, 14, 1, 411, 10, 75, 42, 2]","[1, 0, 0]",[5],4
"[89, 607, 329, 3, 61, 2354, 684, 892, 28, 228, 29, 2, 2]","[0, 0, 1]",[5],4
"[1, 623, 4, 1, 335, 39, 665, 284, 4, 154, 138, 36, 122, 8, 705, 102, 60, 2]","[1, 0, 0]",[11],1
"[59, 2567, 14, 3789, 244, 5, 3, 168, 1411, 3790, 3, 263, 3791, 1, 3792, 14, 120, 1050, 312, 288, 53, 328, 33, 2568, 43, 4, 653, 33, 3793, 3794, 44, 7, 115, 1640, 16, 1, 214, 147, 4, 1398, 2]","[0, 0, 1]",[5],4
"[1902, 2569, 66, 77, 51, 6, 1903, 23, 98, 3, 10, 48, 46, 306, 13, 1, 106, 3, 101, 7, 20, 3, 1, 137, 5, 7, 65, 95, 2]","[0, 0, 1]",[5],4
"[361, 1, 428, 381, 40, 2374, 2375, 3, 1, 2376, 3, 2377, 4, 11, 2378, 2]","[0, 0, 1]",[5],4
"[10, 75, 51, 8, 894, 540, 4, 10, 76, 99, 48, 142, 2]","[1, 0, 0]",[9],2
"[62, 28, 874, 8, 752, 16, 4, 61, 145, 1222, 2570, 7, 228, 29, 2]","[0, 0, 1]",[5],4
"[11, 12, 274, 4, 156, 3, 401, 2571, 12, 2572, 43, 334, 577, 44, 4, 434, 12, 114, 4, 1036, 2]","[0, 0, 1]",[11],1
"[1, 31, 133, 539, 321, 878, 8, 591, 2150, 1024, 45, 27, 132, 37, 331, 38, 336, 4, 1, 5, 12, 70, 3, 49, 10, 252, 107, 6, 223, 15, 252, 40, 1, 3795, 3796, 2]","[0, 0, 1]",[5],4
"[114, 484, 4, 138, 7, 132, 8, 163, 2]","[0, 0, 1]",[5],4
"[3797, 3, 986, 3798, 22]","[0, 0, 1]",[9],2
"[89, 37, 157, 229, 122, 35, 681, 198, 29, 4, 148, 138, 12, 2]","[0, 0, 1]",[5],4
"[19, 171, 1, 170, 3, 885, 3799, 3, 27, 12, 45, 2573, 23, 2574, 3, 15, 12, 1904, 8, 125, 2]","[1, 0, 0]",[5],4
"[1, 73, 12, 563, 3, 1, 5, 12, 399, 70, 4, 1, 26, 7, 509, 2]","[0, 0, 1]",[21],3
"[113, 36, 362, 1, 2359, 8, 6, 1790, 3, 36, 56, 640, 105, 1056, 258, 1, 412, 3, 135, 36, 852, 1, 57, 16, 1, 153, 2]","[0, 0, 1]",[5],4
"[138, 557, 20, 3, 1, 127, 3, 1, 155, 3, 1, 5, 3, 89, 1, 111, 2]","[0, 0, 1]",[21],3
"[25, 1905, 98, 15, 7, 45, 144, 15, 2]","[0, 0, 1]",[9],2
"[10, 107, 15, 22]","[0, 0, 1]",[9],2
"[108, 3, 3800, 49, 17, 52, 69, 5, 3801, 141, 549, 599, 49, 17, 56, 35, 2]","[0, 1, 0]",[5],4
"[29, 5, 2]","[0, 0, 1]",[5],4
